data,linha,sigla,estacao,fluxo,ano
2023-01-15,1-AZUL,JQM,Japão-Liberdade,10600,2023
2023-01-16,1-AZUL,JQM,Japão-Liberdade,16700,2023
2023-01-17,1-AZUL,JQM,Japão-Liberdade,18100,2023
2023-01-18,1-AZUL,JQM,Japão-Liberdade,18000,2023
2023-01-19,1-AZUL,JQM,Japão-Liberdade,18100,2023
2023-01-20,1-AZUL,JQM,Japão-Liberdade,17100,2023
2023-01-21,1-AZUL,JQM,Japão-Liberdade,10400,2023
2023-01-22,1-AZUL,JQM,Japão-Liberdade,6300,2023
2023-01-23,1-AZUL,JQM,Japão-Liberdade,17600,2023
2023-01-24,1-AZUL,JQM,Japão-Liberdade,18900,2023
2023-01-25,1-AZUL,JQM,Japão-Liberdade,8100,2023
2023-01-26,1-AZUL,JQM,Japão-Liberdade,19200,2023
2023-01-27,1-AZUL,JQM,Japão-Liberdade,18200,2023
2023-01-28,1-AZUL,JQM,Japão-Liberdade,10200,2023
2023-01-29,1-AZUL,JQM,Japão-Liberdade,6300,2023
2023-01-30,1-AZUL,JQM,Japão-Liberdade,18200,2023
2023-01-31,1-AZUL,JQM,Japão-Liberdade,19800,2023
2023-02-01,1-AZUL,JQM,Japão-Liberdade,19700,2023
2023-02-02,1-AZUL,JQM,Japão-Liberdade,20100,2023
2023-02-03,1-AZUL,JQM,Japão-Liberdade,18900,2023
2023-02-04,1-AZUL,JQM,Japão-Liberdade,11100,2023
2023-02-05,1-AZUL,JQM,Japão-Liberdade,6600,2023
2023-02-06,1-AZUL,JQM,Japão-Liberdade,20300,2023
2023-02-07,1-AZUL,JQM,Japão-Liberdade,21100,2023
2023-02-08,1-AZUL,JQM,Japão-Liberdade,22100,2023
2023-02-09,1-AZUL,JQM,Japão-Liberdade,22100,2023
2023-02-10,1-AZUL,JQM,Japão-Liberdade,21000,2023
2023-02-11,1-AZUL,JQM,Japão-Liberdade,11900,2023
2023-02-12,1-AZUL,JQM,Japão-Liberdade,7300,2023
2023-02-13,1-AZUL,JQM,Japão-Liberdade,25500,2023
2023-02-14,1-AZUL,JQM,Japão-Liberdade,29400,2023
2023-02-15,1-AZUL,JQM,Japão-Liberdade,27000,2023
2023-02-16,1-AZUL,JQM,Japão-Liberdade,27500,2023
2023-02-17,1-AZUL,JQM,Japão-Liberdade,23600,2023
2023-02-18,1-AZUL,JQM,Japão-Liberdade,9900,2023
2023-02-19,1-AZUL,JQM,Japão-Liberdade,6000,2023
2023-02-20,1-AZUL,JQM,Japão-Liberdade,9900,2023
2023-02-21,1-AZUL,JQM,Japão-Liberdade,7400,2023
2023-02-22,1-AZUL,JQM,Japão-Liberdade,14500,2023
2023-02-23,1-AZUL,JQM,Japão-Liberdade,21700,2023
2023-02-24,1-AZUL,JQM,Japão-Liberdade,21300,2023
2023-02-25,1-AZUL,JQM,Japão-Liberdade,11900,2023
2023-02-26,1-AZUL,JQM,Japão-Liberdade,11800,2023
2023-02-27,1-AZUL,JQM,Japão-Liberdade,31600,2023
2023-02-28,1-AZUL,JQM,Japão-Liberdade,32500,2023
2023-03-01,1-AZUL,JQM,Japão-Liberdade,33100,2023
2023-03-02,1-AZUL,JQM,Japão-Liberdade,32200,2023
2023-03-03,1-AZUL,JQM,Japão-Liberdade,28600,2023
2023-03-04,1-AZUL,JQM,Japão-Liberdade,12300,2023
2023-03-05,1-AZUL,JQM,Japão-Liberdade,8200,2023
2023-03-06,1-AZUL,JQM,Japão-Liberdade,32900,2023
2023-03-07,1-AZUL,JQM,Japão-Liberdade,34600,2023
2023-03-08,1-AZUL,JQM,Japão-Liberdade,32500,2023
2023-03-09,1-AZUL,JQM,Japão-Liberdade,33000,2023
2023-03-10,1-AZUL,JQM,Japão-Liberdade,29900,2023
2023-03-11,1-AZUL,JQM,Japão-Liberdade,13000,2023
2023-03-12,1-AZUL,JQM,Japão-Liberdade,8200,2023
2023-03-13,1-AZUL,JQM,Japão-Liberdade,32300,2023
2023-03-14,1-AZUL,JQM,Japão-Liberdade,34700,2023
2023-03-15,1-AZUL,JQM,Japão-Liberdade,34600,2023
2023-03-16,1-AZUL,JQM,Japão-Liberdade,34500,2023
2023-03-17,1-AZUL,JQM,Japão-Liberdade,31900,2023
2023-03-18,1-AZUL,JQM,Japão-Liberdade,14000,2023
2023-03-19,1-AZUL,JQM,Japão-Liberdade,8600,2023
2023-03-20,1-AZUL,JQM,Japão-Liberdade,33600,2023
2023-03-21,1-AZUL,JQM,Japão-Liberdade,35300,2023
2023-03-22,1-AZUL,JQM,Japão-Liberdade,35100,2023
2023-03-24,1-AZUL,JQM,Japão-Liberdade,17200,2023
2023-03-25,1-AZUL,JQM,Japão-Liberdade,13500,2023
2023-03-26,1-AZUL,JQM,Japão-Liberdade,7200,2023
2023-03-27,1-AZUL,JQM,Japão-Liberdade,33400,2023
2023-03-28,1-AZUL,JQM,Japão-Liberdade,36300,2023
2023-03-29,1-AZUL,JQM,Japão-Liberdade,34200,2023
2023-03-30,1-AZUL,JQM,Japão-Liberdade,34400,2023
2023-03-31,1-AZUL,JQM,Japão-Liberdade,30900,2023
2023-04-01,1-AZUL,JQM,Japão-Liberdade,13200,2023
2023-04-02,1-AZUL,JQM,Japão-Liberdade,7000,2023
2023-04-03,1-AZUL,JQM,Japão-Liberdade,33600,2023
2023-04-04,1-AZUL,JQM,Japão-Liberdade,35800,2023
2023-04-05,1-AZUL,JQM,Japão-Liberdade,34500,2023
2023-04-06,1-AZUL,JQM,Japão-Liberdade,32600,2023
2023-04-07,1-AZUL,JQM,Japão-Liberdade,6800,2023
2023-04-08,1-AZUL,JQM,Japão-Liberdade,8800,2023
2023-04-09,1-AZUL,JQM,Japão-Liberdade,5800,2023
2023-04-10,1-AZUL,JQM,Japão-Liberdade,33700,2023
2023-04-11,1-AZUL,JQM,Japão-Liberdade,35500,2023
2023-04-12,1-AZUL,JQM,Japão-Liberdade,32700,2023
2023-04-13,1-AZUL,JQM,Japão-Liberdade,33900,2023
2023-04-14,1-AZUL,JQM,Japão-Liberdade,31300,2023
2023-04-15,1-AZUL,JQM,Japão-Liberdade,13200,2023
2023-04-16,1-AZUL,JQM,Japão-Liberdade,7400,2023
2023-04-17,1-AZUL,JQM,Japão-Liberdade,33200,2023
2023-04-18,1-AZUL,JQM,Japão-Liberdade,33400,2023
2023-04-19,1-AZUL,JQM,Japão-Liberdade,34500,2023
2023-04-20,1-AZUL,JQM,Japão-Liberdade,31400,2023
2023-04-21,1-AZUL,JQM,Japão-Liberdade,8200,2023
2023-04-22,1-AZUL,JQM,Japão-Liberdade,10400,2023
2023-04-23,1-AZUL,JQM,Japão-Liberdade,10400,2023
2023-04-24,1-AZUL,JQM,Japão-Liberdade,33200,2023
2023-04-25,1-AZUL,JQM,Japão-Liberdade,36000,2023
2023-04-26,1-AZUL,JQM,Japão-Liberdade,34200,2023
2023-04-27,1-AZUL,JQM,Japão-Liberdade,33400,2023
2023-04-28,1-AZUL,JQM,Japão-Liberdade,30900,2023
2023-04-29,1-AZUL,JQM,Japão-Liberdade,12900,2023
2023-04-30,1-AZUL,JQM,Japão-Liberdade,8000,2023
2023-05-01,1-AZUL,JQM,Japão-Liberdade,6400,2023
2023-05-02,1-AZUL,JQM,Japão-Liberdade,33800,2023
2023-05-03,1-AZUL,JQM,Japão-Liberdade,34000,2023
2023-05-04,1-AZUL,JQM,Japão-Liberdade,34000,2023
2023-05-05,1-AZUL,JQM,Japão-Liberdade,31700,2023
2023-05-06,1-AZUL,JQM,Japão-Liberdade,13500,2023
2023-05-07,1-AZUL,JQM,Japão-Liberdade,8000,2023
2023-05-08,1-AZUL,JQM,Japão-Liberdade,33500,2023
2023-05-09,1-AZUL,JQM,Japão-Liberdade,35100,2023
2023-05-10,1-AZUL,JQM,Japão-Liberdade,33800,2023
2023-05-11,1-AZUL,JQM,Japão-Liberdade,34200,2023
2023-05-12,1-AZUL,JQM,Japão-Liberdade,29900,2023
2023-05-13,1-AZUL,JQM,Japão-Liberdade,12000,2023
2023-05-14,1-AZUL,JQM,Japão-Liberdade,6400,2023
2023-05-15,1-AZUL,JQM,Japão-Liberdade,29500,2023
2023-05-16,1-AZUL,JQM,Japão-Liberdade,31500,2023
2023-05-17,1-AZUL,JQM,Japão-Liberdade,28300,2023
2023-05-18,1-AZUL,JQM,Japão-Liberdade,30000,2023
2023-05-19,1-AZUL,JQM,Japão-Liberdade,28100,2023
2023-05-20,1-AZUL,JQM,Japão-Liberdade,13000,2023
2023-05-21,1-AZUL,JQM,Japão-Liberdade,7300,2023
2023-05-22,1-AZUL,JQM,Japão-Liberdade,32000,2023
2023-05-23,1-AZUL,JQM,Japão-Liberdade,32800,2023
2023-05-24,1-AZUL,JQM,Japão-Liberdade,32800,2023
2023-05-25,1-AZUL,JQM,Japão-Liberdade,32900,2023
2023-05-26,1-AZUL,JQM,Japão-Liberdade,30500,2023
2023-05-27,1-AZUL,JQM,Japão-Liberdade,13200,2023
2023-05-28,1-AZUL,JQM,Japão-Liberdade,11200,2023
2023-05-29,1-AZUL,JQM,Japão-Liberdade,31300,2023
2023-05-30,1-AZUL,JQM,Japão-Liberdade,34000,2023
2023-05-31,1-AZUL,JQM,Japão-Liberdade,30400,2023
2023-06-01,1-AZUL,JQM,Japão-Liberdade,33400,2023
2023-06-02,1-AZUL,JQM,Japão-Liberdade,28900,2023
2023-06-03,1-AZUL,JQM,Japão-Liberdade,13400,2023
2023-06-04,1-AZUL,JQM,Japão-Liberdade,8100,2023
2023-06-05,1-AZUL,JQM,Japão-Liberdade,30500,2023
2023-06-06,1-AZUL,JQM,Japão-Liberdade,31900,2023
2023-06-07,1-AZUL,JQM,Japão-Liberdade,30400,2023
2023-06-08,1-AZUL,JQM,Japão-Liberdade,8500,2023
2023-06-09,1-AZUL,JQM,Japão-Liberdade,14500,2023
2023-06-10,1-AZUL,JQM,Japão-Liberdade,11100,2023
2023-06-11,1-AZUL,JQM,Japão-Liberdade,7800,2023
2023-06-12,1-AZUL,JQM,Japão-Liberdade,29600,2023
2023-06-13,1-AZUL,JQM,Japão-Liberdade,30000,2023
2023-06-14,1-AZUL,JQM,Japão-Liberdade,29700,2023
2023-06-15,1-AZUL,JQM,Japão-Liberdade,29300,2023
2023-06-16,1-AZUL,JQM,Japão-Liberdade,27200,2023
2023-06-17,1-AZUL,JQM,Japão-Liberdade,13600,2023
2023-06-18,1-AZUL,JQM,Japão-Liberdade,9900,2023
2023-06-19,1-AZUL,JQM,Japão-Liberdade,24700,2023
2023-06-20,1-AZUL,JQM,Japão-Liberdade,25700,2023
2023-06-21,1-AZUL,JQM,Japão-Liberdade,25300,2023
2023-06-22,1-AZUL,JQM,Japão-Liberdade,25200,2023
2023-06-23,1-AZUL,JQM,Japão-Liberdade,23100,2023
2023-06-24,1-AZUL,JQM,Japão-Liberdade,12500,2023
2023-06-25,1-AZUL,JQM,Japão-Liberdade,8700,2023
2023-06-26,1-AZUL,JQM,Japão-Liberdade,21600,2023
2023-06-27,1-AZUL,JQM,Japão-Liberdade,23400,2023
2023-06-28,1-AZUL,JQM,Japão-Liberdade,22600,2023
2023-06-29,1-AZUL,JQM,Japão-Liberdade,21700,2023
2023-06-30,1-AZUL,JQM,Japão-Liberdade,20400,2023
2023-07-01,1-AZUL,JQM,Japão-Liberdade,12000,2023
2023-07-02,1-AZUL,JQM,Japão-Liberdade,7200,2023
2023-07-03,1-AZUL,JQM,Japão-Liberdade,19200,2023
2023-07-04,1-AZUL,JQM,Japão-Liberdade,19900,2023
2023-07-05,1-AZUL,JQM,Japão-Liberdade,20600,2023
2023-07-06,1-AZUL,JQM,Japão-Liberdade,19900,2023
2023-07-07,1-AZUL,JQM,Japão-Liberdade,19200,2023
2023-07-08,1-AZUL,JQM,Japão-Liberdade,11200,2023
2023-07-09,1-AZUL,JQM,Japão-Liberdade,6400,2023
2023-07-10,1-AZUL,JQM,Japão-Liberdade,17700,2023
2023-07-11,1-AZUL,JQM,Japão-Liberdade,18700,2023
2023-07-12,1-AZUL,JQM,Japão-Liberdade,18900,2023
2023-07-13,1-AZUL,JQM,Japão-Liberdade,18400,2023
2023-07-14,1-AZUL,JQM,Japão-Liberdade,17800,2023
2023-07-15,1-AZUL,JQM,Japão-Liberdade,13100,2023
2023-07-16,1-AZUL,JQM,Japão-Liberdade,9600,2023
2023-07-17,1-AZUL,JQM,Japão-Liberdade,17500,2023
2023-07-18,1-AZUL,JQM,Japão-Liberdade,18400,2023
2023-07-19,1-AZUL,JQM,Japão-Liberdade,18400,2023
2023-07-20,1-AZUL,JQM,Japão-Liberdade,18800,2023
2023-07-21,1-AZUL,JQM,Japão-Liberdade,18200,2023
2023-07-22,1-AZUL,JQM,Japão-Liberdade,10800,2023
2023-07-23,1-AZUL,JQM,Japão-Liberdade,6900,2023
2023-07-24,1-AZUL,JQM,Japão-Liberdade,19300,2023
2023-07-25,1-AZUL,JQM,Japão-Liberdade,20900,2023
2023-07-26,1-AZUL,JQM,Japão-Liberdade,21100,2023
2023-07-27,1-AZUL,JQM,Japão-Liberdade,21700,2023
2023-07-28,1-AZUL,JQM,Japão-Liberdade,20700,2023
2023-07-29,1-AZUL,JQM,Japão-Liberdade,11600,2023
2023-07-30,1-AZUL,JQM,Japão-Liberdade,6900,2023
2023-07-31,1-AZUL,JQM,Japão-Liberdade,21100,2023
2023-08-01,1-AZUL,JQM,Japão-Liberdade,21800,2023
2023-08-02,1-AZUL,JQM,Japão-Liberdade,19700,2023
2023-08-03,1-AZUL,JQM,Japão-Liberdade,23300,2023
2023-08-04,1-AZUL,JQM,Japão-Liberdade,23100,2023
2023-08-05,1-AZUL,JQM,Japão-Liberdade,13100,2023
2023-08-06,1-AZUL,JQM,Japão-Liberdade,7300,2023
2023-08-07,1-AZUL,JQM,Japão-Liberdade,27700,2023
2023-08-08,1-AZUL,JQM,Japão-Liberdade,29100,2023
2023-08-09,1-AZUL,JQM,Japão-Liberdade,28800,2023
2023-08-10,1-AZUL,JQM,Japão-Liberdade,27100,2023
2023-08-11,1-AZUL,JQM,Japão-Liberdade,24900,2023
2023-08-12,1-AZUL,JQM,Japão-Liberdade,12000,2023
2023-08-13,1-AZUL,JQM,Japão-Liberdade,6200,2023
2023-08-14,1-AZUL,JQM,Japão-Liberdade,32700,2023
2023-08-15,1-AZUL,JQM,Japão-Liberdade,35100,2023
2023-08-16,1-AZUL,JQM,Japão-Liberdade,33900,2023
2023-08-17,1-AZUL,JQM,Japão-Liberdade,33800,2023
2023-08-18,1-AZUL,JQM,Japão-Liberdade,29500,2023
2023-08-19,1-AZUL,JQM,Japão-Liberdade,13000,2023
2023-08-20,1-AZUL,JQM,Japão-Liberdade,7600,2023
2023-08-21,1-AZUL,JQM,Japão-Liberdade,33000,2023
2023-08-22,1-AZUL,JQM,Japão-Liberdade,35100,2023
2023-08-23,1-AZUL,JQM,Japão-Liberdade,33900,2023
2023-08-24,1-AZUL,JQM,Japão-Liberdade,32900,2023
2023-08-25,1-AZUL,JQM,Japão-Liberdade,29400,2023
2023-08-26,1-AZUL,JQM,Japão-Liberdade,11800,2023
2023-08-27,1-AZUL,JQM,Japão-Liberdade,6300,2023
2023-08-28,1-AZUL,JQM,Japão-Liberdade,32200,2023
2023-08-29,1-AZUL,JQM,Japão-Liberdade,35500,2023
2023-08-30,1-AZUL,JQM,Japão-Liberdade,35100,2023
2023-08-31,1-AZUL,JQM,Japão-Liberdade,33700,2023
2023-09-01,1-AZUL,JQM,Japão-Liberdade,30900,2023
2023-09-02,1-AZUL,JQM,Japão-Liberdade,12800,2023
2023-09-03,1-AZUL,JQM,Japão-Liberdade,7800,2023
2023-09-04,1-AZUL,JQM,Japão-Liberdade,34000,2023
2023-09-05,1-AZUL,JQM,Japão-Liberdade,35700,2023
2023-09-06,1-AZUL,JQM,Japão-Liberdade,32900,2023
2023-09-07,1-AZUL,JQM,Japão-Liberdade,8400,2023
2023-09-08,1-AZUL,JQM,Japão-Liberdade,14300,2023
2023-09-09,1-AZUL,JQM,Japão-Liberdade,10800,2023
2023-09-10,1-AZUL,JQM,Japão-Liberdade,7100,2023
2023-09-11,1-AZUL,JQM,Japão-Liberdade,34100,2023
2023-09-12,1-AZUL,JQM,Japão-Liberdade,36700,2023
2023-09-13,1-AZUL,JQM,Japão-Liberdade,35500,2023
2023-09-14,1-AZUL,JQM,Japão-Liberdade,31400,2023
2023-09-15,1-AZUL,JQM,Japão-Liberdade,31300,2023
2023-09-16,1-AZUL,JQM,Japão-Liberdade,13100,2023
2023-09-17,1-AZUL,JQM,Japão-Liberdade,8900,2023
2023-09-18,1-AZUL,JQM,Japão-Liberdade,33400,2023
2023-09-19,1-AZUL,JQM,Japão-Liberdade,37000,2023
2023-09-20,1-AZUL,JQM,Japão-Liberdade,35000,2023
2023-09-21,1-AZUL,JQM,Japão-Liberdade,33600,2023
2023-09-22,1-AZUL,JQM,Japão-Liberdade,30000,2023
2023-09-23,1-AZUL,JQM,Japão-Liberdade,12400,2023
2023-09-24,1-AZUL,JQM,Japão-Liberdade,7100,2023
2023-09-25,1-AZUL,JQM,Japão-Liberdade,33000,2023
2023-09-26,1-AZUL,JQM,Japão-Liberdade,37000,2023
2023-09-27,1-AZUL,JQM,Japão-Liberdade,34000,2023
2023-09-28,1-AZUL,JQM,Japão-Liberdade,33300,2023
2023-09-29,1-AZUL,JQM,Japão-Liberdade,30900,2023
2023-09-30,1-AZUL,JQM,Japão-Liberdade,12100,2023
2023-10-01,1-AZUL,JQM,Japão-Liberdade,6200,2023
2023-10-02,1-AZUL,JQM,Japão-Liberdade,32600,2023
2023-10-04,1-AZUL,JQM,Japão-Liberdade,28600,2023
2023-10-05,1-AZUL,JQM,Japão-Liberdade,32000,2023
2023-10-06,1-AZUL,JQM,Japão-Liberdade,29900,2023
2023-10-07,1-AZUL,JQM,Japão-Liberdade,12200,2023
2023-10-08,1-AZUL,JQM,Japão-Liberdade,8300,2023
2023-10-09,1-AZUL,JQM,Japão-Liberdade,32400,2023
2023-10-10,1-AZUL,JQM,Japão-Liberdade,35200,2023
2023-10-11,1-AZUL,JQM,Japão-Liberdade,32200,2023
2023-10-12,1-AZUL,JQM,Japão-Liberdade,5900,2023
2023-10-13,1-AZUL,JQM,Japão-Liberdade,13500,2023
2023-10-14,1-AZUL,JQM,Japão-Liberdade,10200,2023
2023-10-15,1-AZUL,JQM,Japão-Liberdade,7300,2023
2023-10-16,1-AZUL,JQM,Japão-Liberdade,33100,2023
2023-10-17,1-AZUL,JQM,Japão-Liberdade,35300,2023
2023-10-18,1-AZUL,JQM,Japão-Liberdade,34200,2023
2023-10-19,1-AZUL,JQM,Japão-Liberdade,33600,2023
2023-10-20,1-AZUL,JQM,Japão-Liberdade,29000,2023
2023-10-21,1-AZUL,JQM,Japão-Liberdade,12500,2023
2023-10-22,1-AZUL,JQM,Japão-Liberdade,7200,2023
2023-10-23,1-AZUL,JQM,Japão-Liberdade,33400,2023
2023-10-24,1-AZUL,JQM,Japão-Liberdade,34800,2023
2023-10-25,1-AZUL,JQM,Japão-Liberdade,33600,2023
2023-10-26,1-AZUL,JQM,Japão-Liberdade,31800,2023
2023-10-27,1-AZUL,JQM,Japão-Liberdade,28600,2023
2023-10-28,1-AZUL,JQM,Japão-Liberdade,12400,2023
2023-10-29,1-AZUL,JQM,Japão-Liberdade,6500,2023
2023-10-30,1-AZUL,JQM,Japão-Liberdade,32200,2023
2023-10-31,1-AZUL,JQM,Japão-Liberdade,33400,2023
2023-11-01,1-AZUL,JQM,Japão-Liberdade,31900,2023
2023-11-02,1-AZUL,JQM,Japão-Liberdade,7900,2023
2023-11-03,1-AZUL,JQM,Japão-Liberdade,14800,2023
2023-11-04,1-AZUL,JQM,Japão-Liberdade,10100,2023
2023-11-05,1-AZUL,JQM,Japão-Liberdade,14500,2023
2023-11-06,1-AZUL,JQM,Japão-Liberdade,32400,2023
2023-11-07,1-AZUL,JQM,Japão-Liberdade,34300,2023
2023-11-08,1-AZUL,JQM,Japão-Liberdade,33500,2023
2023-11-09,1-AZUL,JQM,Japão-Liberdade,32300,2023
2023-11-10,1-AZUL,JQM,Japão-Liberdade,30600,2023
2023-11-11,1-AZUL,JQM,Japão-Liberdade,10200,2023
2023-11-12,1-AZUL,JQM,Japão-Liberdade,15200,2023
2023-11-13,1-AZUL,JQM,Japão-Liberdade,32100,2023
2023-11-14,1-AZUL,JQM,Japão-Liberdade,32700,2023
2023-11-15,1-AZUL,JQM,Japão-Liberdade,8600,2023
2023-11-16,1-AZUL,JQM,Japão-Liberdade,29100,2023
2023-11-17,1-AZUL,JQM,Japão-Liberdade,27000,2023
2023-11-18,1-AZUL,JQM,Japão-Liberdade,11300,2023
2023-11-19,1-AZUL,JQM,Japão-Liberdade,6600,2023
2023-11-20,1-AZUL,JQM,Japão-Liberdade,7700,2023
2023-11-21,1-AZUL,JQM,Japão-Liberdade,33700,2023
2023-11-22,1-AZUL,JQM,Japão-Liberdade,34200,2023
2023-11-23,1-AZUL,JQM,Japão-Liberdade,33200,2023
2023-11-24,1-AZUL,JQM,Japão-Liberdade,30200,2023
2023-11-25,1-AZUL,JQM,Japão-Liberdade,12700,2023
2023-11-26,1-AZUL,JQM,Japão-Liberdade,11000,2023
2023-11-27,1-AZUL,JQM,Japão-Liberdade,30500,2023
2023-11-29,1-AZUL,JQM,Japão-Liberdade,30300,2023
2023-11-30,1-AZUL,JQM,Japão-Liberdade,33800,2023
2023-12-01,1-AZUL,JQM,Japão-Liberdade,29800,2023
2023-12-02,1-AZUL,JQM,Japão-Liberdade,13100,2023
2023-12-03,1-AZUL,JQM,Japão-Liberdade,9500,2023
2023-12-04,1-AZUL,JQM,Japão-Liberdade,30300,2023
2023-12-05,1-AZUL,JQM,Japão-Liberdade,35200,2023
2023-12-06,1-AZUL,JQM,Japão-Liberdade,30600,2023
2023-12-07,1-AZUL,JQM,Japão-Liberdade,30000,2023
2023-12-08,1-AZUL,JQM,Japão-Liberdade,25100,2023
2023-12-09,1-AZUL,JQM,Japão-Liberdade,12800,2023
2023-12-10,1-AZUL,JQM,Japão-Liberdade,9200,2023
2023-12-11,1-AZUL,JQM,Japão-Liberdade,24300,2023
2023-12-12,1-AZUL,JQM,Japão-Liberdade,25800,2023
2023-12-13,1-AZUL,JQM,Japão-Liberdade,24200,2023
2023-12-14,1-AZUL,JQM,Japão-Liberdade,24700,2023
2023-12-15,1-AZUL,JQM,Japão-Liberdade,21800,2023
2023-12-16,1-AZUL,JQM,Japão-Liberdade,12500,2023
2023-12-17,1-AZUL,JQM,Japão-Liberdade,7100,2023
2023-12-18,1-AZUL,JQM,Japão-Liberdade,19500,2023
2023-12-19,1-AZUL,JQM,Japão-Liberdade,20600,2023
2023-12-20,1-AZUL,JQM,Japão-Liberdade,19700,2023
2023-12-21,1-AZUL,JQM,Japão-Liberdade,17600,2023
2023-12-22,1-AZUL,JQM,Japão-Liberdade,15300,2023
2023-12-23,1-AZUL,JQM,Japão-Liberdade,8400,2023
2023-12-24,1-AZUL,JQM,Japão-Liberdade,4900,2023
2023-12-25,1-AZUL,JQM,Japão-Liberdade,3400,2023
2023-12-26,1-AZUL,JQM,Japão-Liberdade,11300,2023
2023-12-27,1-AZUL,JQM,Japão-Liberdade,13100,2023
2023-12-28,1-AZUL,JQM,Japão-Liberdade,12800,2023
2023-12-29,1-AZUL,JQM,Japão-Liberdade,11000,2023
2023-12-30,1-AZUL,JQM,Japão-Liberdade,6400,2023
2023-12-31,1-AZUL,JQM,Japão-Liberdade,4900,2023
2023-01-01,1-AZUL,LIB,Liberdade,4100,2023
2023-01-02,1-AZUL,LIB,Liberdade,15300,2023
2023-01-03,1-AZUL,LIB,Liberdade,16400,2023
2023-01-04,1-AZUL,LIB,Liberdade,16300,2023
2023-01-05,1-AZUL,LIB,Liberdade,16400,2023
2023-01-06,1-AZUL,LIB,Liberdade,18500,2023
2023-01-07,1-AZUL,LIB,Liberdade,24600,2023
2023-01-08,1-AZUL,LIB,Liberdade,17300,2023
2023-01-09,1-AZUL,LIB,Liberdade,18300,2023
2023-01-10,1-AZUL,LIB,Liberdade,18600,2023
2023-01-11,1-AZUL,LIB,Liberdade,18800,2023
2023-01-12,1-AZUL,LIB,Liberdade,19900,2023
2023-01-13,1-AZUL,LIB,Liberdade,20100,2023
2023-01-14,1-AZUL,LIB,Liberdade,25600,2023
2023-01-15,1-AZUL,LIB,Liberdade,19200,2023
2023-01-16,1-AZUL,LIB,Liberdade,18600,2023
2023-01-17,1-AZUL,LIB,Liberdade,19500,2023
2023-01-18,1-AZUL,LIB,Liberdade,20100,2023
2023-01-19,1-AZUL,LIB,Liberdade,19500,2023
2023-01-20,1-AZUL,LIB,Liberdade,19900,2023
2023-01-21,1-AZUL,LIB,Liberdade,27500,2023
2023-01-22,1-AZUL,LIB,Liberdade,18700,2023
2023-01-23,1-AZUL,LIB,Liberdade,18100,2023
2023-01-24,1-AZUL,LIB,Liberdade,19600,2023
2023-01-25,1-AZUL,LIB,Liberdade,15200,2023
2023-01-26,1-AZUL,LIB,Liberdade,20000,2023
2023-01-27,1-AZUL,LIB,Liberdade,20100,2023
2023-01-28,1-AZUL,LIB,Liberdade,23200,2023
2023-01-29,1-AZUL,LIB,Liberdade,15600,2023
2023-01-30,1-AZUL,LIB,Liberdade,18700,2023
2023-01-31,1-AZUL,LIB,Liberdade,18900,2023
2023-02-01,1-AZUL,LIB,Liberdade,19400,2023
2023-02-02,1-AZUL,LIB,Liberdade,18900,2023
2023-02-03,1-AZUL,LIB,Liberdade,19400,2023
2023-02-04,1-AZUL,LIB,Liberdade,26800,2023
2023-02-05,1-AZUL,LIB,Liberdade,21600,2023
2023-02-06,1-AZUL,LIB,Liberdade,19500,2023
2023-02-07,1-AZUL,LIB,Liberdade,19300,2023
2023-02-08,1-AZUL,LIB,Liberdade,21000,2023
2023-02-09,1-AZUL,LIB,Liberdade,21100,2023
2023-02-10,1-AZUL,LIB,Liberdade,21400,2023
2023-02-11,1-AZUL,LIB,Liberdade,22200,2023
2023-02-12,1-AZUL,LIB,Liberdade,14700,2023
2023-02-13,1-AZUL,LIB,Liberdade,20300,2023
2023-02-14,1-AZUL,LIB,Liberdade,21000,2023
2023-02-15,1-AZUL,LIB,Liberdade,20500,2023
2023-02-16,1-AZUL,LIB,Liberdade,20400,2023
2023-02-17,1-AZUL,LIB,Liberdade,20500,2023
2023-02-18,1-AZUL,LIB,Liberdade,18100,2023
2023-02-19,1-AZUL,LIB,Liberdade,11200,2023
2023-02-20,1-AZUL,LIB,Liberdade,17400,2023
2023-02-21,1-AZUL,LIB,Liberdade,12400,2023
2023-02-22,1-AZUL,LIB,Liberdade,16000,2023
2023-02-23,1-AZUL,LIB,Liberdade,19600,2023
2023-02-24,1-AZUL,LIB,Liberdade,20300,2023
2023-02-25,1-AZUL,LIB,Liberdade,21700,2023
2023-02-26,1-AZUL,LIB,Liberdade,15500,2023
2023-02-27,1-AZUL,LIB,Liberdade,20400,2023
2023-02-28,1-AZUL,LIB,Liberdade,20200,2023
2023-03-01,1-AZUL,LIB,Liberdade,21400,2023
2023-03-02,1-AZUL,LIB,Liberdade,19000,2023
2023-03-03,1-AZUL,LIB,Liberdade,21400,2023
2023-03-04,1-AZUL,LIB,Liberdade,24700,2023
2023-03-05,1-AZUL,LIB,Liberdade,19200,2023
2023-03-06,1-AZUL,LIB,Liberdade,21200,2023
2023-03-07,1-AZUL,LIB,Liberdade,21400,2023
2023-03-08,1-AZUL,LIB,Liberdade,21700,2023
2023-03-09,1-AZUL,LIB,Liberdade,20800,2023
2023-03-10,1-AZUL,LIB,Liberdade,21900,2023
2023-03-11,1-AZUL,LIB,Liberdade,27300,2023
2023-03-12,1-AZUL,LIB,Liberdade,19700,2023
