data,linha,sigla,estacao,fluxo
2025-02-12,2-VERDE,CNS,Consolação,105300
2025-02-13,2-VERDE,CNS,Consolação,106600
2025-02-14,2-VERDE,CNS,Consolação,95900
2025-02-15,2-VERDE,CNS,Consolação,81400
2025-02-16,2-VERDE,CNS,Consolação,41200
2025-02-17,2-VERDE,CNS,Consolação,99600
2025-02-18,2-VERDE,CNS,Consolação,109000
2025-02-19,2-VERDE,CNS,Consolação,108100
2025-02-20,2-VERDE,CNS,Consolação,106800
2025-02-21,2-VERDE,CNS,Consolação,98500
2025-02-22,2-VERDE,CNS,Consolação,56700
2025-02-23,2-VERDE,CNS,Consolação,40200
2025-02-24,2-VERDE,CNS,Consolação,101200
2025-02-25,2-VERDE,CNS,Consolação,113600
2025-02-26,2-VERDE,CNS,Consolação,108500
2025-02-27,2-VERDE,CNS,Consolação,106400
2025-02-28,2-VERDE,CNS,Consolação,93600
2025-03-01,2-VERDE,CNS,Consolação,54100
2025-03-02,2-VERDE,CNS,Consolação,43000
2025-03-03,2-VERDE,CNS,Consolação,50500
2025-03-04,2-VERDE,CNS,Consolação,41800
2025-03-05,2-VERDE,CNS,Consolação,62200
2025-03-06,2-VERDE,CNS,Consolação,99100
2025-03-07,2-VERDE,CNS,Consolação,94900
2025-03-08,2-VERDE,CNS,Consolação,53600
2025-03-09,2-VERDE,CNS,Consolação,35800
2025-03-10,2-VERDE,CNS,Consolação,102400
2025-03-11,2-VERDE,CNS,Consolação,111100
2025-03-12,2-VERDE,CNS,Consolação,110100
2025-03-13,2-VERDE,CNS,Consolação,106600
2025-03-14,2-VERDE,CNS,Consolação,100200
2025-03-15,2-VERDE,CNS,Consolação,48700
2025-03-16,2-VERDE,CNS,Consolação,29900
2025-03-17,2-VERDE,CNS,Consolação,100500
2025-03-18,2-VERDE,CNS,Consolação,110000
2025-03-19,2-VERDE,CNS,Consolação,108800
2025-03-20,2-VERDE,CNS,Consolação,109000
2025-03-21,2-VERDE,CNS,Consolação,99500
2025-03-22,2-VERDE,CNS,Consolação,48200
2025-03-23,2-VERDE,CNS,Consolação,29000
2025-03-24,2-VERDE,CNS,Consolação,100100
2025-03-25,2-VERDE,CNS,Consolação,108800
2025-03-26,2-VERDE,CNS,Consolação,104400
2025-03-27,2-VERDE,CNS,Consolação,109000
2025-03-28,2-VERDE,CNS,Consolação,99500
2025-03-29,2-VERDE,CNS,Consolação,52000
2025-03-30,2-VERDE,CNS,Consolação,35000
2025-03-31,2-VERDE,CNS,Consolação,102300
2025-04-01,2-VERDE,CNS,Consolação,108800
2025-04-02,2-VERDE,CNS,Consolação,108200
2025-04-03,2-VERDE,CNS,Consolação,107200
2025-04-04,2-VERDE,CNS,Consolação,99000
2025-04-05,2-VERDE,CNS,Consolação,51700
2025-04-06,2-VERDE,CNS,Consolação,42000
2025-04-07,2-VERDE,CNS,Consolação,101000
2025-04-08,2-VERDE,CNS,Consolação,109400
2025-04-09,2-VERDE,CNS,Consolação,108500
2025-04-10,2-VERDE,CNS,Consolação,107500
2025-04-11,2-VERDE,CNS,Consolação,100800
2025-04-12,2-VERDE,CNS,Consolação,51000
2025-04-13,2-VERDE,CNS,Consolação,33600
2025-04-14,2-VERDE,CNS,Consolação,98900
2025-04-15,2-VERDE,CNS,Consolação,108800
2025-04-16,2-VERDE,CNS,Consolação,105800
2025-04-17,2-VERDE,CNS,Consolação,98900
2025-04-18,2-VERDE,CNS,Consolação,36900
2025-04-19,2-VERDE,CNS,Consolação,40000
2025-04-20,2-VERDE,CNS,Consolação,29600
2025-04-21,2-VERDE,CNS,Consolação,27900
2025-04-22,2-VERDE,CNS,Consolação,104900
2025-04-23,2-VERDE,CNS,Consolação,106800
2025-04-24,2-VERDE,CNS,Consolação,107300
2025-04-25,2-VERDE,CNS,Consolação,98300
2025-04-26,2-VERDE,CNS,Consolação,46900
2025-04-27,2-VERDE,CNS,Consolação,30500
2025-04-28,2-VERDE,CNS,Consolação,100300
2025-04-29,2-VERDE,CNS,Consolação,109100
2025-04-30,2-VERDE,CNS,Consolação,106800
2025-05-01,2-VERDE,CNS,Consolação,35800
2025-05-02,2-VERDE,CNS,Consolação,63600
2025-05-03,2-VERDE,CNS,Consolação,43500
2025-05-04,2-VERDE,CNS,Consolação,29800
2025-05-05,2-VERDE,CNS,Consolação,98900
2025-05-06,2-VERDE,CNS,Consolação,107100
2025-05-07,2-VERDE,CNS,Consolação,107500
2025-05-08,2-VERDE,CNS,Consolação,106400
2025-05-09,2-VERDE,CNS,Consolação,100300
2025-05-10,2-VERDE,CNS,Consolação,45600
2025-05-11,2-VERDE,CNS,Consolação,23500
2025-05-12,2-VERDE,CNS,Consolação,98600
2025-05-13,2-VERDE,CNS,Consolação,107200
2025-05-14,2-VERDE,CNS,Consolação,108900
2025-05-15,2-VERDE,CNS,Consolação,108800
2025-05-16,2-VERDE,CNS,Consolação,99300
2025-05-17,2-VERDE,CNS,Consolação,50500
2025-05-18,2-VERDE,CNS,Consolação,34600
2025-05-19,2-VERDE,CNS,Consolação,97600
2025-05-20,2-VERDE,CNS,Consolação,107400
2025-05-21,2-VERDE,CNS,Consolação,106400
2025-05-22,2-VERDE,CNS,Consolação,104600
2025-05-23,2-VERDE,CNS,Consolação,96700
2025-05-24,2-VERDE,CNS,Consolação,51000
2025-05-25,2-VERDE,CNS,Consolação,37200
2025-05-26,2-VERDE,CNS,Consolação,96000
2025-05-27,2-VERDE,CNS,Consolação,106800
2025-05-28,2-VERDE,CNS,Consolação,104500
2025-05-29,2-VERDE,CNS,Consolação,108000
2025-05-30,2-VERDE,CNS,Consolação,95700
2025-05-31,2-VERDE,CNS,Consolação,47300
2025-06-01,2-VERDE,CNS,Consolação,32500
2025-06-02,2-VERDE,CNS,Consolação,96900
2025-06-03,2-VERDE,CNS,Consolação,104000
2025-06-04,2-VERDE,CNS,Consolação,105500
2025-06-05,2-VERDE,CNS,Consolação,103600
2025-06-06,2-VERDE,CNS,Consolação,95500
2025-06-07,2-VERDE,CNS,Consolação,48600
2025-06-08,2-VERDE,CNS,Consolação,30000
2025-06-09,2-VERDE,CNS,Consolação,92000
2025-06-10,2-VERDE,CNS,Consolação,102100
2025-06-11,2-VERDE,CNS,Consolação,103700
2025-06-12,2-VERDE,CNS,Consolação,103800
2025-06-13,2-VERDE,CNS,Consolação,94000
2025-06-14,2-VERDE,CNS,Consolação,52300
2025-06-15,2-VERDE,CNS,Consolação,30800
2025-06-16,2-VERDE,CNS,Consolação,94700
2025-06-17,2-VERDE,CNS,Consolação,103900
2025-06-18,2-VERDE,CNS,Consolação,101500
2025-06-19,2-VERDE,CNS,Consolação,36000
2025-06-20,2-VERDE,CNS,Consolação,62900
2025-06-21,2-VERDE,CNS,Consolação,45000
2025-06-22,2-VERDE,CNS,Consolação,59300
2025-06-23,2-VERDE,CNS,Consolação,90000
2025-06-24,2-VERDE,CNS,Consolação,94300
2025-06-25,2-VERDE,CNS,Consolação,95300
2025-06-26,2-VERDE,CNS,Consolação,96900
2025-06-27,2-VERDE,CNS,Consolação,90600
2025-06-28,2-VERDE,CNS,Consolação,45300
2025-06-29,2-VERDE,CNS,Consolação,33000
2025-06-30,2-VERDE,CNS,Consolação,86800
2025-07-01,2-VERDE,CNS,Consolação,94100
2025-07-02,2-VERDE,CNS,Consolação,90900
2025-07-03,2-VERDE,CNS,Consolação,89600
2025-07-04,2-VERDE,CNS,Consolação,85700
2025-07-05,2-VERDE,CNS,Consolação,45200
2025-07-06,2-VERDE,CNS,Consolação,30000
2025-07-07,2-VERDE,CNS,Consolação,85100
2025-07-08,2-VERDE,CNS,Consolação,97100
2025-07-09,2-VERDE,CNS,Consolação,38200
2025-07-10,2-VERDE,CNS,Consolação,96800
2025-07-11,2-VERDE,CNS,Consolação,89900
2025-07-12,2-VERDE,CNS,Consolação,44800
2025-07-13,2-VERDE,CNS,Consolação,30000
2025-07-14,2-VERDE,CNS,Consolação,82300
2025-07-15,2-VERDE,CNS,Consolação,94500
2025-07-16,2-VERDE,CNS,Consolação,94600
2025-07-17,2-VERDE,CNS,Consolação,92500
2025-07-18,2-VERDE,CNS,Consolação,86100
2025-07-19,2-VERDE,CNS,Consolação,47000
2025-07-20,2-VERDE,CNS,Consolação,31500
2025-07-21,2-VERDE,CNS,Consolação,83800
2025-07-22,2-VERDE,CNS,Consolação,93700
2025-07-23,2-VERDE,CNS,Consolação,93100
2025-07-24,2-VERDE,CNS,Consolação,91500
2025-07-25,2-VERDE,CNS,Consolação,85000
2025-07-26,2-VERDE,CNS,Consolação,43800
2025-07-27,2-VERDE,CNS,Consolação,33400
2025-07-28,2-VERDE,CNS,Consolação,82200
2025-07-29,2-VERDE,CNS,Consolação,95500
2025-07-30,2-VERDE,CNS,Consolação,94200
2025-07-31,2-VERDE,CNS,Consolação,95900
2025-08-01,2-VERDE,CNS,Consolação,89400
2025-08-02,2-VERDE,CNS,Consolação,45700
2025-08-03,2-VERDE,CNS,Consolação,39800
2025-08-04,2-VERDE,CNS,Consolação,96000
2025-08-05,2-VERDE,CNS,Consolação,101200
2025-08-06,2-VERDE,CNS,Consolação,101100
2025-08-07,2-VERDE,CNS,Consolação,102100
2025-08-08,2-VERDE,CNS,Consolação,94000
2025-08-09,2-VERDE,CNS,Consolação,46400
2025-08-10,2-VERDE,CNS,Consolação,23800
2025-08-11,2-VERDE,CNS,Consolação,95000
2025-08-12,2-VERDE,CNS,Consolação,105300
2025-08-13,2-VERDE,CNS,Consolação,106000
2025-08-14,2-VERDE,CNS,Consolação,106600
2025-08-15,2-VERDE,CNS,Consolação,96300
2025-08-16,2-VERDE,CNS,Consolação,48000
2025-08-17,2-VERDE,CNS,Consolação,37300
2025-08-18,2-VERDE,CNS,Consolação,97400
2025-08-19,2-VERDE,CNS,Consolação,109300
2025-08-20,2-VERDE,CNS,Consolação,106800
2025-08-21,2-VERDE,CNS,Consolação,105600
2025-08-22,2-VERDE,CNS,Consolação,94700
2025-08-23,2-VERDE,CNS,Consolação,49300
2025-08-24,2-VERDE,CNS,Consolação,30200
2025-08-25,2-VERDE,CNS,Consolação,100900
2025-08-26,2-VERDE,CNS,Consolação,107700
2025-08-27,2-VERDE,CNS,Consolação,107200
2025-08-28,2-VERDE,CNS,Consolação,107800
2025-08-29,2-VERDE,CNS,Consolação,97600
2025-08-30,2-VERDE,CNS,Consolação,48100
2025-08-31,2-VERDE,CNS,Consolação,32700
2025-09-01,2-VERDE,CNS,Consolação,98400
2025-09-02,2-VERDE,CNS,Consolação,108300
2025-09-03,2-VERDE,CNS,Consolação,106700
2025-09-04,2-VERDE,CNS,Consolação,106400
2025-09-05,2-VERDE,CNS,Consolação,99800
2025-09-06,2-VERDE,CNS,Consolação,49100
2025-09-07,2-VERDE,CNS,Consolação,40400
2025-09-08,2-VERDE,CNS,Consolação,99500
2025-09-09,2-VERDE,CNS,Consolação,102900
2025-09-10,2-VERDE,CNS,Consolação,104300
2025-09-11,2-VERDE,CNS,Consolação,104200
2025-09-12,2-VERDE,CNS,Consolação,96100
2025-09-13,2-VERDE,CNS,Consolação,47500
2025-09-14,2-VERDE,CNS,Consolação,34200
2025-09-15,2-VERDE,CNS,Consolação,98800
2025-09-16,2-VERDE,CNS,Consolação,106900
2025-09-17,2-VERDE,CNS,Consolação,105600
2025-09-18,2-VERDE,CNS,Consolação,104700
2025-09-19,2-VERDE,CNS,Consolação,96100
2025-09-20,2-VERDE,CNS,Consolação,47100
2025-09-21,2-VERDE,CNS,Consolação,51900
2025-09-22,2-VERDE,CNS,Consolação,91100
2025-09-23,2-VERDE,CNS,Consolação,104400
2025-09-24,2-VERDE,CNS,Consolação,104000
2025-09-25,2-VERDE,CNS,Consolação,106800
2025-09-26,2-VERDE,CNS,Consolação,95500
2025-09-27,2-VERDE,CNS,Consolação,46300
2025-09-28,2-VERDE,CNS,Consolação,30600
2025-09-29,2-VERDE,CNS,Consolação,99600
2025-09-30,2-VERDE,CNS,Consolação,107900
2025-10-01,2-VERDE,CNS,Consolação,105600
2025-10-02,2-VERDE,CNS,Consolação,104500
2025-10-03,2-VERDE,CNS,Consolação,96400
2025-10-04,2-VERDE,CNS,Consolação,45900
2025-10-05,2-VERDE,CNS,Consolação,34400
2025-10-06,2-VERDE,CNS,Consolação,97700
2025-10-07,2-VERDE,CNS,Consolação,106300
2025-10-08,2-VERDE,CNS,Consolação,104500
2025-10-09,2-VERDE,CNS,Consolação,103500
2025-10-10,2-VERDE,CNS,Consolação,92200
2025-10-11,2-VERDE,CNS,Consolação,44900
2025-10-12,2-VERDE,CNS,Consolação,29700
2025-10-13,2-VERDE,CNS,Consolação,92400
2025-10-14,2-VERDE,CNS,Consolação,104800
2025-10-15,2-VERDE,CNS,Consolação,102500
2025-10-16,2-VERDE,CNS,Consolação,104500
2025-10-17,2-VERDE,CNS,Consolação,93700
2025-10-18,2-VERDE,CNS,Consolação,41500
2025-10-19,2-VERDE,CNS,Consolação,27300
2025-10-20,2-VERDE,CNS,Consolação,94900
2025-10-21,2-VERDE,CNS,Consolação,100000
2025-10-22,2-VERDE,CNS,Consolação,104600
2025-10-23,2-VERDE,CNS,Consolação,104500
2025-10-24,2-VERDE,CNS,Consolação,96000
2025-10-25,2-VERDE,CNS,Consolação,47100
2025-10-26,2-VERDE,CNS,Consolação,31900
2025-10-27,2-VERDE,CNS,Consolação,92000
2025-10-28,2-VERDE,CNS,Consolação,102900
2025-10-29,2-VERDE,CNS,Consolação,103500
2025-10-30,2-VERDE,CNS,Consolação,106100
2025-10-31,2-VERDE,CNS,Consolação,99200
2025-11-01,2-VERDE,CNS,Consolação,50000
2025-11-02,2-VERDE,CNS,Consolação,23900
2025-11-03,2-VERDE,CNS,Consolação,99000
2025-11-04,2-VERDE,CNS,Consolação,106400
2025-11-05,2-VERDE,CNS,Consolação,106200
2025-11-06,2-VERDE,CNS,Consolação,107200
2025-11-07,2-VERDE,CNS,Consolação,99400
2025-11-08,2-VERDE,CNS,Consolação,50100
2025-11-09,2-VERDE,CNS,Consolação,33900
2025-11-10,2-VERDE,CNS,Consolação,98800
2025-11-11,2-VERDE,CNS,Consolação,107000
2025-11-12,2-VERDE,CNS,Consolação,106300
2025-11-13,2-VERDE,CNS,Consolação,106000
2025-11-14,2-VERDE,CNS,Consolação,97400
2025-11-15,2-VERDE,CNS,Consolação,45900
2025-11-16,2-VERDE,CNS,Consolação,32700
2025-11-17,2-VERDE,CNS,Consolação,97900
2025-11-18,2-VERDE,CNS,Consolação,105800
2025-11-19,2-VERDE,CNS,Consolação,106000
2025-11-20,2-VERDE,CNS,Consolação,40100
2025-11-21,2-VERDE,CNS,Consolação,63100
2025-11-22,2-VERDE,CNS,Consolação,48200
2025-11-23,2-VERDE,CNS,Consolação,35400
2025-11-24,2-VERDE,CNS,Consolação,96200
2025-11-25,2-VERDE,CNS,Consolação,106400
2025-11-26,2-VERDE,CNS,Consolação,105800
2025-11-27,2-VERDE,CNS,Consolação,107500
2025-11-28,2-VERDE,CNS,Consolação,100800
2025-11-29,2-VERDE,CNS,Consolação,51900
2025-11-30,2-VERDE,CNS,Consolação,35700
2025-12-01,2-VERDE,CNS,Consolação,96500
2025-12-02,2-VERDE,CNS,Consolação,105200
2025-12-03,2-VERDE,CNS,Consolação,106000
2025-12-04,2-VERDE,CNS,Consolação,103400
2025-12-05,2-VERDE,CNS,Consolação,100100
2025-12-06,2-VERDE,CNS,Consolação,60000
2025-12-07,2-VERDE,CNS,Consolação,45800
2025-12-08,2-VERDE,CNS,Consolação,95500
2025-12-09,2-VERDE,CNS,Consolação,110900
2025-12-10,2-VERDE,CNS,Consolação,104200
2025-12-11,2-VERDE,CNS,Consolação,105400
2025-12-12,2-VERDE,CNS,Consolação,97900
2025-12-13,2-VERDE,CNS,Consolação,52700
2025-12-14,2-VERDE,CNS,Consolação,41200
2025-12-15,2-VERDE,CNS,Consolação,94500
2025-12-16,2-VERDE,CNS,Consolação,103300
2025-12-17,2-VERDE,CNS,Consolação,100800
2025-12-18,2-VERDE,CNS,Consolação,99900
2025-12-19,2-VERDE,CNS,Consolação,94800
2025-12-20,2-VERDE,CNS,Consolação,57000
2025-12-21,2-VERDE,CNS,Consolação,37800
2025-12-22,2-VERDE,CNS,Consolação,72700
2025-12-23,2-VERDE,CNS,Consolação,69700
2025-12-24,2-VERDE,CNS,Consolação,26700
2025-12-25,2-VERDE,CNS,Consolação,13700
2025-12-26,2-VERDE,CNS,Consolação,44300
2025-12-27,2-VERDE,CNS,Consolação,36400
2025-12-28,2-VERDE,CNS,Consolação,29300
2025-12-29,2-VERDE,CNS,Consolação,54700
2025-12-30,2-VERDE,CNS,Consolação,54100
2025-12-31,2-VERDE,CNS,Consolação,50000
2025-01-01,2-VERDE,CLI,Clínicas,2800
2025-01-02,2-VERDE,CLI,Clínicas,11500
2025-01-03,2-VERDE,CLI,Clínicas,12600
2025-01-04,2-VERDE,CLI,Clínicas,5200
2025-01-05,2-VERDE,CLI,Clínicas,3900
2025-01-06,2-VERDE,CLI,Clínicas,17900
2025-01-07,2-VERDE,CLI,Clínicas,18500
2025-01-08,2-VERDE,CLI,Clínicas,18500
2025-01-09,2-VERDE,CLI,Clínicas,18400
2025-01-10,2-VERDE,CLI,Clínicas,17700
2025-01-11,2-VERDE,CLI,Clínicas,5900
2025-01-12,2-VERDE,CLI,Clínicas,3800
2025-01-13,2-VERDE,CLI,Clínicas,18900
2025-01-14,2-VERDE,CLI,Clínicas,19800
2025-01-15,2-VERDE,CLI,Clínicas,19400
2025-01-16,2-VERDE,CLI,Clínicas,19400
2025-01-17,2-VERDE,CLI,Clínicas,18000
2025-01-18,2-VERDE,CLI,Clínicas,6100
2025-01-19,2-VERDE,CLI,Clínicas,4000
2025-01-20,2-VERDE,CLI,Clínicas,19200
2025-01-21,2-VERDE,CLI,Clínicas,20000
2025-01-22,2-VERDE,CLI,Clínicas,19900
2025-01-23,2-VERDE,CLI,Clínicas,19500
2025-01-24,2-VERDE,CLI,Clínicas,19100
2025-01-25,2-VERDE,CLI,Clínicas,8500
2025-01-26,2-VERDE,CLI,Clínicas,4600
2025-01-27,2-VERDE,CLI,Clínicas,19900
2025-01-28,2-VERDE,CLI,Clínicas,20200
2025-01-29,2-VERDE,CLI,Clínicas,20800
2025-01-30,2-VERDE,CLI,Clínicas,19700
2025-01-31,2-VERDE,CLI,Clínicas,18800
2025-02-01,2-VERDE,CLI,Clínicas,6100
2025-02-02,2-VERDE,CLI,Clínicas,4100
2025-02-03,2-VERDE,CLI,Clínicas,19700
2025-02-04,2-VERDE,CLI,Clínicas,21100
2025-02-05,2-VERDE,CLI,Clínicas,21300
2025-02-06,2-VERDE,CLI,Clínicas,21300
2025-02-07,2-VERDE,CLI,Clínicas,20100
2025-02-08,2-VERDE,CLI,Clínicas,6400
2025-02-09,2-VERDE,CLI,Clínicas,4200
2025-02-10,2-VERDE,CLI,Clínicas,21600
2025-02-11,2-VERDE,CLI,Clínicas,22100
2025-02-12,2-VERDE,CLI,Clínicas,21700
2025-02-13,2-VERDE,CLI,Clínicas,22200
2025-02-14,2-VERDE,CLI,Clínicas,20900
2025-02-15,2-VERDE,CLI,Clínicas,7900
2025-02-16,2-VERDE,CLI,Clínicas,4300
2025-02-17,2-VERDE,CLI,Clínicas,22000
2025-02-18,2-VERDE,CLI,Clínicas,22800
2025-02-19,2-VERDE,CLI,Clínicas,22800
2025-02-20,2-VERDE,CLI,Clínicas,22600
2025-02-21,2-VERDE,CLI,Clínicas,21000
2025-02-22,2-VERDE,CLI,Clínicas,7400
2025-02-23,2-VERDE,CLI,Clínicas,5300
2025-02-24,2-VERDE,CLI,Clínicas,22300
2025-02-25,2-VERDE,CLI,Clínicas,23400
2025-02-26,2-VERDE,CLI,Clínicas,23000
2025-02-27,2-VERDE,CLI,Clínicas,22900
2025-02-28,2-VERDE,CLI,Clínicas,20700
2025-03-01,2-VERDE,CLI,Clínicas,6400
2025-03-02,2-VERDE,CLI,Clínicas,4600
2025-03-03,2-VERDE,CLI,Clínicas,6700
2025-03-04,2-VERDE,CLI,Clínicas,5800
2025-03-05,2-VERDE,CLI,Clínicas,12400
2025-03-06,2-VERDE,CLI,Clínicas,21600
2025-03-07,2-VERDE,CLI,Clínicas,20900
2025-03-08,2-VERDE,CLI,Clínicas,7200
2025-03-09,2-VERDE,CLI,Clínicas,4700
2025-03-10,2-VERDE,CLI,Clínicas,23100
2025-03-11,2-VERDE,CLI,Clínicas,24200
2025-03-12,2-VERDE,CLI,Clínicas,24500
2025-03-13,2-VERDE,CLI,Clínicas,23500
2025-03-14,2-VERDE,CLI,Clínicas,21800
2025-03-15,2-VERDE,CLI,Clínicas,7000
2025-03-16,2-VERDE,CLI,Clínicas,6400
2025-03-17,2-VERDE,CLI,Clínicas,22700
2025-03-18,2-VERDE,CLI,Clínicas,24100
2025-03-19,2-VERDE,CLI,Clínicas,23300
2025-03-20,2-VERDE,CLI,Clínicas,22900
2025-03-21,2-VERDE,CLI,Clínicas,21600
2025-03-22,2-VERDE,CLI,Clínicas,7000
2025-03-23,2-VERDE,CLI,Clínicas,4800
2025-03-24,2-VERDE,CLI,Clínicas,22700
2025-03-25,2-VERDE,CLI,Clínicas,23700
2025-03-26,2-VERDE,CLI,Clínicas,22800
2025-03-27,2-VERDE,CLI,Clínicas,23200
2025-03-28,2-VERDE,CLI,Clínicas,22100
2025-03-29,2-VERDE,CLI,Clínicas,11500
2025-03-30,2-VERDE,CLI,Clínicas,5500
2025-03-31,2-VERDE,CLI,Clínicas,22600
2025-04-01,2-VERDE,CLI,Clínicas,22600
2025-04-02,2-VERDE,CLI,Clínicas,22900
2025-04-03,2-VERDE,CLI,Clínicas,22700
2025-04-04,2-VERDE,CLI,Clínicas,21100
2025-04-05,2-VERDE,CLI,Clínicas,11100
2025-04-06,2-VERDE,CLI,Clínicas,9300
2025-04-07,2-VERDE,CLI,Clínicas,22500
2025-04-08,2-VERDE,CLI,Clínicas,23200
2025-04-09,2-VERDE,CLI,Clínicas,23200
2025-04-10,2-VERDE,CLI,Clínicas,22800
2025-04-11,2-VERDE,CLI,Clínicas,22500
2025-04-12,2-VERDE,CLI,Clínicas,7300
2025-04-13,2-VERDE,CLI,Clínicas,5700
2025-04-14,2-VERDE,CLI,Clínicas,22300
2025-04-15,2-VERDE,CLI,Clínicas,23300
2025-04-16,2-VERDE,CLI,Clínicas,22800
2025-04-17,2-VERDE,CLI,Clínicas,22000
2025-04-18,2-VERDE,CLI,Clínicas,17500
2025-04-19,2-VERDE,CLI,Clínicas,5900
2025-04-20,2-VERDE,CLI,Clínicas,4000
2025-04-21,2-VERDE,CLI,Clínicas,4900
2025-04-22,2-VERDE,CLI,Clínicas,22800
2025-04-23,2-VERDE,CLI,Clínicas,23200
2025-04-24,2-VERDE,CLI,Clínicas,23500
2025-04-25,2-VERDE,CLI,Clínicas,22200
2025-04-26,2-VERDE,CLI,Clínicas,8200
2025-04-27,2-VERDE,CLI,Clínicas,5300
2025-04-28,2-VERDE,CLI,Clínicas,23200
2025-04-29,2-VERDE,CLI,Clínicas,23500
2025-04-30,2-VERDE,CLI,Clínicas,23300
2025-05-01,2-VERDE,CLI,Clínicas,5700
2025-05-02,2-VERDE,CLI,Clínicas,9600
2025-05-03,2-VERDE,CLI,Clínicas,5900
2025-05-04,2-VERDE,CLI,Clínicas,4200
2025-05-05,2-VERDE,CLI,Clínicas,22800
2025-05-06,2-VERDE,CLI,Clínicas,23000
2025-05-07,2-VERDE,CLI,Clínicas,23000
2025-05-08,2-VERDE,CLI,Clínicas,22900
2025-05-09,2-VERDE,CLI,Clínicas,22300
2025-05-10,2-VERDE,CLI,Clínicas,8400
2025-05-11,2-VERDE,CLI,Clínicas,4200
2025-05-12,2-VERDE,CLI,Clínicas,22300
2025-05-13,2-VERDE,CLI,Clínicas,23300
2025-05-14,2-VERDE,CLI,Clínicas,23300
2025-05-15,2-VERDE,CLI,Clínicas,23000
2025-05-16,2-VERDE,CLI,Clínicas,21600
2025-05-17,2-VERDE,CLI,Clínicas,7400
2025-05-18,2-VERDE,CLI,Clínicas,4600
2025-05-19,2-VERDE,CLI,Clínicas,22200
2025-05-20,2-VERDE,CLI,Clínicas,23300
2025-05-21,2-VERDE,CLI,Clínicas,23000
2025-05-22,2-VERDE,CLI,Clínicas,22900
2025-05-23,2-VERDE,CLI,Clínicas,21800
2025-05-24,2-VERDE,CLI,Clínicas,7000
2025-05-25,2-VERDE,CLI,Clínicas,4800
2025-05-26,2-VERDE,CLI,Clínicas,22500
2025-05-27,2-VERDE,CLI,Clínicas,23800
2025-05-28,2-VERDE,CLI,Clínicas,23100
2025-05-29,2-VERDE,CLI,Clínicas,22200
2025-05-30,2-VERDE,CLI,Clínicas,18900
2025-05-31,2-VERDE,CLI,Clínicas,7000
2025-06-01,2-VERDE,CLI,Clínicas,4600
2025-06-02,2-VERDE,CLI,Clínicas,22100
2025-06-03,2-VERDE,CLI,Clínicas,22600
2025-06-04,2-VERDE,CLI,Clínicas,23100
2025-06-05,2-VERDE,CLI,Clínicas,23300
2025-06-06,2-VERDE,CLI,Clínicas,19600
2025-06-07,2-VERDE,CLI,Clínicas,9000
2025-06-08,2-VERDE,CLI,Clínicas,5100
2025-06-09,2-VERDE,CLI,Clínicas,20500
2025-06-10,2-VERDE,CLI,Clínicas,22800
2025-06-11,2-VERDE,CLI,Clínicas,22700
2025-06-12,2-VERDE,CLI,Clínicas,22600
2025-06-13,2-VERDE,CLI,Clínicas,21600
2025-06-14,2-VERDE,CLI,Clínicas,7200
2025-06-15,2-VERDE,CLI,Clínicas,4700
2025-06-16,2-VERDE,CLI,Clínicas,22800
2025-06-17,2-VERDE,CLI,Clínicas,23400
2025-06-18,2-VERDE,CLI,Clínicas,22600
2025-06-19,2-VERDE,CLI,Clínicas,5200
2025-06-20,2-VERDE,CLI,Clínicas,9300
2025-06-21,2-VERDE,CLI,Clínicas,6500
2025-06-22,2-VERDE,CLI,Clínicas,5000
2025-06-23,2-VERDE,CLI,Clínicas,21700
2025-06-24,2-VERDE,CLI,Clínicas,21900
2025-06-25,2-VERDE,CLI,Clínicas,21900
2025-06-26,2-VERDE,CLI,Clínicas,21900
2025-06-27,2-VERDE,CLI,Clínicas,21000
2025-06-28,2-VERDE,CLI,Clínicas,9800
2025-06-29,2-VERDE,CLI,Clínicas,6500
2025-06-30,2-VERDE,CLI,Clínicas,19500
2025-07-01,2-VERDE,CLI,Clínicas,21200
2025-07-02,2-VERDE,CLI,Clínicas,20300
2025-07-03,2-VERDE,CLI,Clínicas,20000
2025-07-04,2-VERDE,CLI,Clínicas,19900
2025-07-05,2-VERDE,CLI,Clínicas,7400
2025-07-06,2-VERDE,CLI,Clínicas,4100
2025-07-07,2-VERDE,CLI,Clínicas,18700
2025-07-08,2-VERDE,CLI,Clínicas,21100
2025-07-09,2-VERDE,CLI,Clínicas,5800
2025-07-10,2-VERDE,CLI,Clínicas,19200
2025-07-11,2-VERDE,CLI,Clínicas,19400
2025-07-12,2-VERDE,CLI,Clínicas,6400
2025-07-13,2-VERDE,CLI,Clínicas,4100
2025-07-14,2-VERDE,CLI,Clínicas,19500
2025-07-15,2-VERDE,CLI,Clínicas,17500
2025-07-16,2-VERDE,CLI,Clínicas,19300
2025-07-17,2-VERDE,CLI,Clínicas,20200
2025-07-18,2-VERDE,CLI,Clínicas,18200
2025-07-19,2-VERDE,CLI,Clínicas,7000
2025-07-20,2-VERDE,CLI,Clínicas,3900
2025-07-21,2-VERDE,CLI,Clínicas,18400
2025-07-22,2-VERDE,CLI,Clínicas,20800
2025-07-23,2-VERDE,CLI,Clínicas,19600
2025-07-24,2-VERDE,CLI,Clínicas,20000
2025-07-25,2-VERDE,CLI,Clínicas,19000
