data,linha,sigla,estacao,fluxo
2025-07-07,1-AZUL,SCZ,Santa Cruz,84800
2025-07-08,1-AZUL,SCZ,Santa Cruz,89700
2025-07-09,1-AZUL,SCZ,Santa Cruz,40700
2025-07-10,1-AZUL,SCZ,Santa Cruz,86900
2025-07-11,1-AZUL,SCZ,Santa Cruz,84700
2025-07-12,1-AZUL,SCZ,Santa Cruz,53500
2025-07-13,1-AZUL,SCZ,Santa Cruz,32200
2025-07-14,1-AZUL,SCZ,Santa Cruz,83400
2025-07-15,1-AZUL,SCZ,Santa Cruz,87800
2025-07-16,1-AZUL,SCZ,Santa Cruz,88400
2025-07-17,1-AZUL,SCZ,Santa Cruz,86900
2025-07-18,1-AZUL,SCZ,Santa Cruz,85500
2025-07-19,1-AZUL,SCZ,Santa Cruz,54200
2025-07-20,1-AZUL,SCZ,Santa Cruz,31500
2025-07-21,1-AZUL,SCZ,Santa Cruz,81700
2025-07-22,1-AZUL,SCZ,Santa Cruz,87600
2025-07-23,1-AZUL,SCZ,Santa Cruz,88900
2025-07-24,1-AZUL,SCZ,Santa Cruz,85700
2025-07-25,1-AZUL,SCZ,Santa Cruz,82900
2025-07-26,1-AZUL,SCZ,Santa Cruz,54200
2025-07-27,1-AZUL,SCZ,Santa Cruz,31900
2025-07-28,1-AZUL,SCZ,Santa Cruz,80500
2025-07-29,1-AZUL,SCZ,Santa Cruz,87300
2025-07-30,1-AZUL,SCZ,Santa Cruz,86300
2025-07-31,1-AZUL,SCZ,Santa Cruz,86900
2025-08-01,1-AZUL,SCZ,Santa Cruz,87300
2025-08-02,1-AZUL,SCZ,Santa Cruz,53100
2025-08-03,1-AZUL,SCZ,Santa Cruz,33800
2025-08-04,1-AZUL,SCZ,Santa Cruz,88200
2025-08-05,1-AZUL,SCZ,Santa Cruz,92000
2025-08-06,1-AZUL,SCZ,Santa Cruz,91900
2025-08-07,1-AZUL,SCZ,Santa Cruz,93900
2025-08-08,1-AZUL,SCZ,Santa Cruz,91700
2025-08-09,1-AZUL,SCZ,Santa Cruz,54200
2025-08-10,1-AZUL,SCZ,Santa Cruz,28000
2025-08-11,1-AZUL,SCZ,Santa Cruz,89900
2025-08-12,1-AZUL,SCZ,Santa Cruz,93900
2025-08-13,1-AZUL,SCZ,Santa Cruz,94400
2025-08-14,1-AZUL,SCZ,Santa Cruz,93900
2025-08-15,1-AZUL,SCZ,Santa Cruz,92300
2025-08-16,1-AZUL,SCZ,Santa Cruz,57000
2025-08-17,1-AZUL,SCZ,Santa Cruz,31500
2025-08-18,1-AZUL,SCZ,Santa Cruz,90600
2025-08-19,1-AZUL,SCZ,Santa Cruz,93700
2025-08-20,1-AZUL,SCZ,Santa Cruz,95900
2025-08-21,1-AZUL,SCZ,Santa Cruz,95600
2025-08-22,1-AZUL,SCZ,Santa Cruz,92300
2025-08-23,1-AZUL,SCZ,Santa Cruz,54400
2025-08-24,1-AZUL,SCZ,Santa Cruz,31100
2025-08-25,1-AZUL,SCZ,Santa Cruz,90400
2025-08-26,1-AZUL,SCZ,Santa Cruz,94300
2025-08-27,1-AZUL,SCZ,Santa Cruz,93100
2025-08-28,1-AZUL,SCZ,Santa Cruz,96000
2025-08-29,1-AZUL,SCZ,Santa Cruz,92300
2025-08-30,1-AZUL,SCZ,Santa Cruz,55400
2025-08-31,1-AZUL,SCZ,Santa Cruz,32500
2025-09-01,1-AZUL,SCZ,Santa Cruz,90600
2025-09-02,1-AZUL,SCZ,Santa Cruz,95500
2025-09-03,1-AZUL,SCZ,Santa Cruz,95600
2025-09-04,1-AZUL,SCZ,Santa Cruz,95700
2025-09-05,1-AZUL,SCZ,Santa Cruz,96100
2025-09-06,1-AZUL,SCZ,Santa Cruz,56400
2025-09-07,1-AZUL,SCZ,Santa Cruz,34200
2025-09-08,1-AZUL,SCZ,Santa Cruz,94100
2025-09-09,1-AZUL,SCZ,Santa Cruz,99100
2025-09-10,1-AZUL,SCZ,Santa Cruz,98600
2025-09-11,1-AZUL,SCZ,Santa Cruz,97400
2025-09-12,1-AZUL,SCZ,Santa Cruz,94500
2025-09-13,1-AZUL,SCZ,Santa Cruz,58800
2025-09-14,1-AZUL,SCZ,Santa Cruz,35800
2025-09-15,1-AZUL,SCZ,Santa Cruz,99500
2025-09-16,1-AZUL,SCZ,Santa Cruz,101400
2025-09-17,1-AZUL,SCZ,Santa Cruz,96200
2025-09-18,1-AZUL,SCZ,Santa Cruz,94800
2025-09-19,1-AZUL,SCZ,Santa Cruz,92700
2025-09-20,1-AZUL,SCZ,Santa Cruz,55800
2025-09-21,1-AZUL,SCZ,Santa Cruz,33200
2025-09-22,1-AZUL,SCZ,Santa Cruz,83400
2025-09-23,1-AZUL,SCZ,Santa Cruz,94200
2025-09-24,1-AZUL,SCZ,Santa Cruz,95100
2025-09-25,1-AZUL,SCZ,Santa Cruz,94000
2025-09-26,1-AZUL,SCZ,Santa Cruz,90400
2025-09-27,1-AZUL,SCZ,Santa Cruz,52700
2025-09-28,1-AZUL,SCZ,Santa Cruz,32800
2025-09-29,1-AZUL,SCZ,Santa Cruz,91400
2025-09-30,1-AZUL,SCZ,Santa Cruz,95800
2025-10-01,1-AZUL,SCZ,Santa Cruz,96700
2025-10-02,1-AZUL,SCZ,Santa Cruz,94700
2025-10-03,1-AZUL,SCZ,Santa Cruz,93100
2025-10-04,1-AZUL,SCZ,Santa Cruz,54900
2025-10-05,1-AZUL,SCZ,Santa Cruz,33600
2025-10-06,1-AZUL,SCZ,Santa Cruz,91300
2025-10-07,1-AZUL,SCZ,Santa Cruz,94400
2025-10-08,1-AZUL,SCZ,Santa Cruz,93500
2025-10-09,1-AZUL,SCZ,Santa Cruz,101500
2025-10-10,1-AZUL,SCZ,Santa Cruz,89800
2025-10-11,1-AZUL,SCZ,Santa Cruz,53700
2025-10-12,1-AZUL,SCZ,Santa Cruz,31400
2025-10-13,1-AZUL,SCZ,Santa Cruz,88700
2025-10-14,1-AZUL,SCZ,Santa Cruz,95700
2025-10-15,1-AZUL,SCZ,Santa Cruz,94700
2025-10-16,1-AZUL,SCZ,Santa Cruz,96500
2025-10-17,1-AZUL,SCZ,Santa Cruz,92500
2025-10-18,1-AZUL,SCZ,Santa Cruz,56900
2025-10-19,1-AZUL,SCZ,Santa Cruz,29700
2025-10-20,1-AZUL,SCZ,Santa Cruz,91800
2025-10-21,1-AZUL,SCZ,Santa Cruz,98300
2025-10-22,1-AZUL,SCZ,Santa Cruz,96000
2025-10-23,1-AZUL,SCZ,Santa Cruz,97200
2025-10-24,1-AZUL,SCZ,Santa Cruz,94900
2025-10-25,1-AZUL,SCZ,Santa Cruz,57300
2025-10-26,1-AZUL,SCZ,Santa Cruz,34400
2025-10-27,1-AZUL,SCZ,Santa Cruz,85000
2025-10-28,1-AZUL,SCZ,Santa Cruz,94700
2025-10-29,1-AZUL,SCZ,Santa Cruz,92300
2025-10-30,1-AZUL,SCZ,Santa Cruz,95200
2025-10-31,1-AZUL,SCZ,Santa Cruz,92400
2025-11-01,1-AZUL,SCZ,Santa Cruz,54100
2025-11-02,1-AZUL,SCZ,Santa Cruz,26900
2025-11-03,1-AZUL,SCZ,Santa Cruz,92800
2025-11-04,1-AZUL,SCZ,Santa Cruz,97300
2025-11-05,1-AZUL,SCZ,Santa Cruz,97400
2025-11-06,1-AZUL,SCZ,Santa Cruz,98700
2025-11-07,1-AZUL,SCZ,Santa Cruz,99000
2025-11-08,1-AZUL,SCZ,Santa Cruz,56500
2025-11-09,1-AZUL,SCZ,Santa Cruz,39800
2025-11-10,1-AZUL,SCZ,Santa Cruz,94400
2025-11-11,1-AZUL,SCZ,Santa Cruz,98300
2025-11-12,1-AZUL,SCZ,Santa Cruz,98500
2025-11-13,1-AZUL,SCZ,Santa Cruz,97400
2025-11-14,1-AZUL,SCZ,Santa Cruz,95600
2025-11-15,1-AZUL,SCZ,Santa Cruz,51900
2025-11-16,1-AZUL,SCZ,Santa Cruz,36200
2025-11-17,1-AZUL,SCZ,Santa Cruz,93000
2025-11-18,1-AZUL,SCZ,Santa Cruz,97700
2025-11-19,1-AZUL,SCZ,Santa Cruz,103600
2025-11-20,1-AZUL,SCZ,Santa Cruz,46500
2025-11-21,1-AZUL,SCZ,Santa Cruz,73300
2025-11-22,1-AZUL,SCZ,Santa Cruz,55900
2025-11-23,1-AZUL,SCZ,Santa Cruz,36600
2025-11-24,1-AZUL,SCZ,Santa Cruz,91900
2025-11-25,1-AZUL,SCZ,Santa Cruz,97600
2025-11-26,1-AZUL,SCZ,Santa Cruz,97100
2025-11-27,1-AZUL,SCZ,Santa Cruz,101100
2025-11-28,1-AZUL,SCZ,Santa Cruz,99300
2025-11-29,1-AZUL,SCZ,Santa Cruz,63100
2025-11-30,1-AZUL,SCZ,Santa Cruz,36000
2025-12-01,1-AZUL,SCZ,Santa Cruz,94600
2025-12-02,1-AZUL,SCZ,Santa Cruz,100600
2025-12-03,1-AZUL,SCZ,Santa Cruz,99000
2025-12-04,1-AZUL,SCZ,Santa Cruz,99400
2025-12-05,1-AZUL,SCZ,Santa Cruz,101100
2025-12-06,1-AZUL,SCZ,Santa Cruz,70800
2025-12-07,1-AZUL,SCZ,Santa Cruz,45400
2025-12-08,1-AZUL,SCZ,Santa Cruz,94500
2025-12-09,1-AZUL,SCZ,Santa Cruz,103900
2025-12-10,1-AZUL,SCZ,Santa Cruz,99700
2025-12-11,1-AZUL,SCZ,Santa Cruz,99300
2025-12-12,1-AZUL,SCZ,Santa Cruz,97400
2025-12-13,1-AZUL,SCZ,Santa Cruz,59600
2025-12-14,1-AZUL,SCZ,Santa Cruz,37700
2025-12-15,1-AZUL,SCZ,Santa Cruz,100500
2025-12-16,1-AZUL,SCZ,Santa Cruz,105400
2025-12-17,1-AZUL,SCZ,Santa Cruz,95900
2025-12-18,1-AZUL,SCZ,Santa Cruz,95300
2025-12-19,1-AZUL,SCZ,Santa Cruz,102100
2025-12-20,1-AZUL,SCZ,Santa Cruz,65400
2025-12-21,1-AZUL,SCZ,Santa Cruz,40100
2025-12-22,1-AZUL,SCZ,Santa Cruz,77500
2025-12-23,1-AZUL,SCZ,Santa Cruz,73500
2025-12-24,1-AZUL,SCZ,Santa Cruz,37600
2025-12-25,1-AZUL,SCZ,Santa Cruz,20200
2025-12-26,1-AZUL,SCZ,Santa Cruz,50900
2025-12-27,1-AZUL,SCZ,Santa Cruz,42100
2025-12-28,1-AZUL,SCZ,Santa Cruz,28700
2025-12-29,1-AZUL,SCZ,Santa Cruz,64200
2025-12-30,1-AZUL,SCZ,Santa Cruz,63300
2025-12-31,1-AZUL,SCZ,Santa Cruz,33800
2025-01-01,1-AZUL,VMN,Vila Mariana,2300
2025-01-02,1-AZUL,VMN,Vila Mariana,8500
2025-01-03,1-AZUL,VMN,Vila Mariana,9600
2025-01-04,1-AZUL,VMN,Vila Mariana,6300
2025-01-05,1-AZUL,VMN,Vila Mariana,3900
2025-01-06,1-AZUL,VMN,Vila Mariana,12700
2025-01-07,1-AZUL,VMN,Vila Mariana,13100
2025-01-08,1-AZUL,VMN,Vila Mariana,13900
2025-01-09,1-AZUL,VMN,Vila Mariana,13900
2025-01-10,1-AZUL,VMN,Vila Mariana,13600
2025-01-11,1-AZUL,VMN,Vila Mariana,8500
2025-01-12,1-AZUL,VMN,Vila Mariana,4400
2025-01-13,1-AZUL,VMN,Vila Mariana,13900
2025-01-14,1-AZUL,VMN,Vila Mariana,14800
2025-01-15,1-AZUL,VMN,Vila Mariana,15200
2025-01-16,1-AZUL,VMN,Vila Mariana,14900
2025-01-17,1-AZUL,VMN,Vila Mariana,14500
2025-01-18,1-AZUL,VMN,Vila Mariana,8900
2025-01-19,1-AZUL,VMN,Vila Mariana,4700
2025-01-20,1-AZUL,VMN,Vila Mariana,14400
2025-01-21,1-AZUL,VMN,Vila Mariana,15400
2025-01-22,1-AZUL,VMN,Vila Mariana,16000
2025-01-23,1-AZUL,VMN,Vila Mariana,15500
2025-01-24,1-AZUL,VMN,Vila Mariana,14600
2025-01-25,1-AZUL,VMN,Vila Mariana,6900
2025-01-26,1-AZUL,VMN,Vila Mariana,4500
2025-01-27,1-AZUL,VMN,Vila Mariana,14700
2025-01-28,1-AZUL,VMN,Vila Mariana,16000
2025-01-29,1-AZUL,VMN,Vila Mariana,15900
2025-01-30,1-AZUL,VMN,Vila Mariana,16700
2025-01-31,1-AZUL,VMN,Vila Mariana,16300
2025-02-01,1-AZUL,VMN,Vila Mariana,8400
2025-02-02,1-AZUL,VMN,Vila Mariana,4400
2025-02-03,1-AZUL,VMN,Vila Mariana,16900
2025-02-04,1-AZUL,VMN,Vila Mariana,18200
2025-02-05,1-AZUL,VMN,Vila Mariana,18400
2025-02-06,1-AZUL,VMN,Vila Mariana,18700
2025-02-07,1-AZUL,VMN,Vila Mariana,17900
2025-02-08,1-AZUL,VMN,Vila Mariana,10000
2025-02-09,1-AZUL,VMN,Vila Mariana,5200
2025-02-10,1-AZUL,VMN,Vila Mariana,20100
2025-02-11,1-AZUL,VMN,Vila Mariana,21400
2025-02-12,1-AZUL,VMN,Vila Mariana,21500
2025-02-13,1-AZUL,VMN,Vila Mariana,21500
2025-02-14,1-AZUL,VMN,Vila Mariana,20100
2025-02-15,1-AZUL,VMN,Vila Mariana,9100
2025-02-16,1-AZUL,VMN,Vila Mariana,4400
2025-02-17,1-AZUL,VMN,Vila Mariana,21300
2025-02-18,1-AZUL,VMN,Vila Mariana,21100
2025-02-19,1-AZUL,VMN,Vila Mariana,22300
2025-02-20,1-AZUL,VMN,Vila Mariana,22400
2025-02-21,1-AZUL,VMN,Vila Mariana,21100
2025-02-22,1-AZUL,VMN,Vila Mariana,11000
2025-02-23,1-AZUL,VMN,Vila Mariana,5100
2025-02-24,1-AZUL,VMN,Vila Mariana,21500
2025-02-25,1-AZUL,VMN,Vila Mariana,22200
2025-02-26,1-AZUL,VMN,Vila Mariana,22600
2025-02-27,1-AZUL,VMN,Vila Mariana,22700
2025-02-28,1-AZUL,VMN,Vila Mariana,20200
2025-03-01,1-AZUL,VMN,Vila Mariana,9000
2025-03-02,1-AZUL,VMN,Vila Mariana,5100
2025-03-03,1-AZUL,VMN,Vila Mariana,7700
2025-03-04,1-AZUL,VMN,Vila Mariana,6000
2025-03-05,1-AZUL,VMN,Vila Mariana,11800
2025-03-06,1-AZUL,VMN,Vila Mariana,21000
2025-03-07,1-AZUL,VMN,Vila Mariana,20400
2025-03-08,1-AZUL,VMN,Vila Mariana,10800
2025-03-09,1-AZUL,VMN,Vila Mariana,5000
2025-03-10,1-AZUL,VMN,Vila Mariana,21700
2025-03-11,1-AZUL,VMN,Vila Mariana,22800
2025-03-12,1-AZUL,VMN,Vila Mariana,22800
2025-03-13,1-AZUL,VMN,Vila Mariana,23000
2025-03-14,1-AZUL,VMN,Vila Mariana,21400
2025-03-15,1-AZUL,VMN,Vila Mariana,10600
2025-03-16,1-AZUL,VMN,Vila Mariana,5800
2025-03-17,1-AZUL,VMN,Vila Mariana,21500
2025-03-18,1-AZUL,VMN,Vila Mariana,22000
2025-03-19,1-AZUL,VMN,Vila Mariana,23100
2025-03-20,1-AZUL,VMN,Vila Mariana,23000
2025-03-21,1-AZUL,VMN,Vila Mariana,21700
2025-03-22,1-AZUL,VMN,Vila Mariana,10800
2025-03-23,1-AZUL,VMN,Vila Mariana,5600
2025-03-24,1-AZUL,VMN,Vila Mariana,21600
2025-03-25,1-AZUL,VMN,Vila Mariana,22800
2025-03-26,1-AZUL,VMN,Vila Mariana,22200
2025-03-27,1-AZUL,VMN,Vila Mariana,22700
2025-03-28,1-AZUL,VMN,Vila Mariana,20900
2025-03-29,1-AZUL,VMN,Vila Mariana,10500
2025-03-30,1-AZUL,VMN,Vila Mariana,4900
2025-03-31,1-AZUL,VMN,Vila Mariana,20500
2025-04-01,1-AZUL,VMN,Vila Mariana,22300
2025-04-02,1-AZUL,VMN,Vila Mariana,22500
2025-04-03,1-AZUL,VMN,Vila Mariana,21700
2025-04-04,1-AZUL,VMN,Vila Mariana,21000
2025-04-05,1-AZUL,VMN,Vila Mariana,10200
2025-04-06,1-AZUL,VMN,Vila Mariana,5200
2025-04-07,1-AZUL,VMN,Vila Mariana,21300
2025-04-08,1-AZUL,VMN,Vila Mariana,22600
2025-04-09,1-AZUL,VMN,Vila Mariana,22200
2025-04-10,1-AZUL,VMN,Vila Mariana,22200
2025-04-11,1-AZUL,VMN,Vila Mariana,21700
2025-04-12,1-AZUL,VMN,Vila Mariana,10900
2025-04-13,1-AZUL,VMN,Vila Mariana,5200
2025-04-14,1-AZUL,VMN,Vila Mariana,20900
2025-04-15,1-AZUL,VMN,Vila Mariana,22500
2025-04-16,1-AZUL,VMN,Vila Mariana,21500
2025-04-17,1-AZUL,VMN,Vila Mariana,20700
2025-04-18,1-AZUL,VMN,Vila Mariana,5000
2025-04-19,1-AZUL,VMN,Vila Mariana,6800
2025-04-20,1-AZUL,VMN,Vila Mariana,3800
2025-04-21,1-AZUL,VMN,Vila Mariana,5500
2025-04-22,1-AZUL,VMN,Vila Mariana,21100
2025-04-23,1-AZUL,VMN,Vila Mariana,21700
2025-04-24,1-AZUL,VMN,Vila Mariana,21700
2025-04-25,1-AZUL,VMN,Vila Mariana,20300
2025-04-26,1-AZUL,VMN,Vila Mariana,10200
2025-04-27,1-AZUL,VMN,Vila Mariana,5100
2025-04-28,1-AZUL,VMN,Vila Mariana,20900
2025-04-29,1-AZUL,VMN,Vila Mariana,22000
2025-04-30,1-AZUL,VMN,Vila Mariana,22300
2025-05-01,1-AZUL,VMN,Vila Mariana,6800
2025-05-02,1-AZUL,VMN,Vila Mariana,12700
2025-05-03,1-AZUL,VMN,Vila Mariana,9000
2025-05-04,1-AZUL,VMN,Vila Mariana,4400
2025-05-05,1-AZUL,VMN,Vila Mariana,20500
2025-05-06,1-AZUL,VMN,Vila Mariana,22100
2025-05-07,1-AZUL,VMN,Vila Mariana,22100
2025-05-08,1-AZUL,VMN,Vila Mariana,22200
2025-05-09,1-AZUL,VMN,Vila Mariana,21200
2025-05-10,1-AZUL,VMN,Vila Mariana,10000
2025-05-11,1-AZUL,VMN,Vila Mariana,4100
2025-05-12,1-AZUL,VMN,Vila Mariana,19500
2025-05-13,1-AZUL,VMN,Vila Mariana,20200
2025-05-14,1-AZUL,VMN,Vila Mariana,21200
2025-05-15,1-AZUL,VMN,Vila Mariana,21900
2025-05-16,1-AZUL,VMN,Vila Mariana,20800
2025-05-17,1-AZUL,VMN,Vila Mariana,10600
2025-05-18,1-AZUL,VMN,Vila Mariana,5200
2025-05-19,1-AZUL,VMN,Vila Mariana,20300
2025-05-20,1-AZUL,VMN,Vila Mariana,21800
2025-05-21,1-AZUL,VMN,Vila Mariana,22000
2025-05-22,1-AZUL,VMN,Vila Mariana,21900
2025-05-23,1-AZUL,VMN,Vila Mariana,20300
2025-05-24,1-AZUL,VMN,Vila Mariana,10400
2025-05-25,1-AZUL,VMN,Vila Mariana,5300
2025-05-26,1-AZUL,VMN,Vila Mariana,19800
2025-05-27,1-AZUL,VMN,Vila Mariana,21400
2025-05-28,1-AZUL,VMN,Vila Mariana,21500
2025-05-29,1-AZUL,VMN,Vila Mariana,19700
2025-05-30,1-AZUL,VMN,Vila Mariana,20500
2025-05-31,1-AZUL,VMN,Vila Mariana,9800
2025-06-01,1-AZUL,VMN,Vila Mariana,5000
2025-06-02,1-AZUL,VMN,Vila Mariana,20200
2025-06-03,1-AZUL,VMN,Vila Mariana,21300
2025-06-04,1-AZUL,VMN,Vila Mariana,21700
2025-06-05,1-AZUL,VMN,Vila Mariana,21100
2025-06-06,1-AZUL,VMN,Vila Mariana,20400
2025-06-07,1-AZUL,VMN,Vila Mariana,11200
2025-06-08,1-AZUL,VMN,Vila Mariana,5200
2025-06-09,1-AZUL,VMN,Vila Mariana,18300
2025-06-10,1-AZUL,VMN,Vila Mariana,20300
2025-06-11,1-AZUL,VMN,Vila Mariana,20500
2025-06-12,1-AZUL,VMN,Vila Mariana,20300
2025-06-13,1-AZUL,VMN,Vila Mariana,19400
2025-06-14,1-AZUL,VMN,Vila Mariana,10300
2025-06-15,1-AZUL,VMN,Vila Mariana,5800
2025-06-16,1-AZUL,VMN,Vila Mariana,18700
2025-06-17,1-AZUL,VMN,Vila Mariana,19800
2025-06-18,1-AZUL,VMN,Vila Mariana,20300
2025-06-19,1-AZUL,VMN,Vila Mariana,6500
2025-06-20,1-AZUL,VMN,Vila Mariana,11900
2025-06-21,1-AZUL,VMN,Vila Mariana,8100
2025-06-22,1-AZUL,VMN,Vila Mariana,4700
2025-06-23,1-AZUL,VMN,Vila Mariana,16800
2025-06-24,1-AZUL,VMN,Vila Mariana,17500
2025-06-25,1-AZUL,VMN,Vila Mariana,17400
2025-06-26,1-AZUL,VMN,Vila Mariana,18300
2025-06-27,1-AZUL,VMN,Vila Mariana,17500
2025-06-28,1-AZUL,VMN,Vila Mariana,9700
2025-06-29,1-AZUL,VMN,Vila Mariana,4900
2025-06-30,1-AZUL,VMN,Vila Mariana,14700
2025-07-01,1-AZUL,VMN,Vila Mariana,15400
2025-07-02,1-AZUL,VMN,Vila Mariana,15300
2025-07-03,1-AZUL,VMN,Vila Mariana,14300
2025-07-04,1-AZUL,VMN,Vila Mariana,15100
2025-07-05,1-AZUL,VMN,Vila Mariana,9000
2025-07-06,1-AZUL,VMN,Vila Mariana,4700
2025-07-07,1-AZUL,VMN,Vila Mariana,14300
2025-07-08,1-AZUL,VMN,Vila Mariana,15600
2025-07-09,1-AZUL,VMN,Vila Mariana,5600
2025-07-10,1-AZUL,VMN,Vila Mariana,15000
2025-07-11,1-AZUL,VMN,Vila Mariana,14100
2025-07-12,1-AZUL,VMN,Vila Mariana,8800
2025-07-13,1-AZUL,VMN,Vila Mariana,4600
2025-07-14,1-AZUL,VMN,Vila Mariana,13900
2025-07-15,1-AZUL,VMN,Vila Mariana,14100
2025-07-16,1-AZUL,VMN,Vila Mariana,14400
2025-07-17,1-AZUL,VMN,Vila Mariana,15500
2025-07-18,1-AZUL,VMN,Vila Mariana,15200
2025-07-19,1-AZUL,VMN,Vila Mariana,9400
2025-07-20,1-AZUL,VMN,Vila Mariana,4600
2025-07-21,1-AZUL,VMN,Vila Mariana,14700
2025-07-22,1-AZUL,VMN,Vila Mariana,15800
2025-07-23,1-AZUL,VMN,Vila Mariana,16600
2025-07-24,1-AZUL,VMN,Vila Mariana,16300
2025-07-25,1-AZUL,VMN,Vila Mariana,15700
2025-07-26,1-AZUL,VMN,Vila Mariana,9600
2025-07-27,1-AZUL,VMN,Vila Mariana,4800
2025-07-28,1-AZUL,VMN,Vila Mariana,14700
2025-07-29,1-AZUL,VMN,Vila Mariana,16400
2025-07-30,1-AZUL,VMN,Vila Mariana,17400
2025-07-31,1-AZUL,VMN,Vila Mariana,17300
2025-08-01,1-AZUL,VMN,Vila Mariana,17300
2025-08-02,1-AZUL,VMN,Vila Mariana,9900
2025-08-03,1-AZUL,VMN,Vila Mariana,5700
2025-08-04,1-AZUL,VMN,Vila Mariana,18400
2025-08-05,1-AZUL,VMN,Vila Mariana,18700
2025-08-06,1-AZUL,VMN,Vila Mariana,19600
2025-08-07,1-AZUL,VMN,Vila Mariana,20000
2025-08-08,1-AZUL,VMN,Vila Mariana,19100
2025-08-09,1-AZUL,VMN,Vila Mariana,10300
2025-08-10,1-AZUL,VMN,Vila Mariana,4400
2025-08-11,1-AZUL,VMN,Vila Mariana,19700
2025-08-12,1-AZUL,VMN,Vila Mariana,21600
2025-08-13,1-AZUL,VMN,Vila Mariana,21700
2025-08-14,1-AZUL,VMN,Vila Mariana,21600
2025-08-15,1-AZUL,VMN,Vila Mariana,20700
2025-08-16,1-AZUL,VMN,Vila Mariana,11100
2025-08-17,1-AZUL,VMN,Vila Mariana,5400
2025-08-18,1-AZUL,VMN,Vila Mariana,20000
2025-08-19,1-AZUL,VMN,Vila Mariana,20600
2025-08-20,1-AZUL,VMN,Vila Mariana,21700
2025-08-21,1-AZUL,VMN,Vila Mariana,21600
2025-08-22,1-AZUL,VMN,Vila Mariana,20400
2025-08-23,1-AZUL,VMN,Vila Mariana,10400
2025-08-24,1-AZUL,VMN,Vila Mariana,5100
2025-08-25,1-AZUL,VMN,Vila Mariana,18900
2025-08-26,1-AZUL,VMN,Vila Mariana,21300
2025-08-27,1-AZUL,VMN,Vila Mariana,20800
2025-08-28,1-AZUL,VMN,Vila Mariana,21800
2025-08-29,1-AZUL,VMN,Vila Mariana,20000
2025-08-30,1-AZUL,VMN,Vila Mariana,10600
2025-08-31,1-AZUL,VMN,Vila Mariana,4600
2025-09-01,1-AZUL,VMN,Vila Mariana,18800
2025-09-02,1-AZUL,VMN,Vila Mariana,20400
2025-09-03,1-AZUL,VMN,Vila Mariana,20400
2025-09-04,1-AZUL,VMN,Vila Mariana,20300
2025-09-05,1-AZUL,VMN,Vila Mariana,19600
2025-09-06,1-AZUL,VMN,Vila Mariana,9400
2025-09-07,1-AZUL,VMN,Vila Mariana,4800
2025-09-08,1-AZUL,VMN,Vila Mariana,20000
2025-09-09,1-AZUL,VMN,Vila Mariana,21600
2025-09-10,1-AZUL,VMN,Vila Mariana,21400
2025-09-11,1-AZUL,VMN,Vila Mariana,21700
2025-09-12,1-AZUL,VMN,Vila Mariana,20100
2025-09-13,1-AZUL,VMN,Vila Mariana,10400
2025-09-14,1-AZUL,VMN,Vila Mariana,5500
2025-09-15,1-AZUL,VMN,Vila Mariana,19800
2025-09-16,1-AZUL,VMN,Vila Mariana,20100
2025-09-17,1-AZUL,VMN,Vila Mariana,21300
2025-09-18,1-AZUL,VMN,Vila Mariana,21200
2025-09-19,1-AZUL,VMN,Vila Mariana,20300
2025-09-20,1-AZUL,VMN,Vila Mariana,10600
2025-09-21,1-AZUL,VMN,Vila Mariana,5200
2025-09-22,1-AZUL,VMN,Vila Mariana,17500
2025-09-23,1-AZUL,VMN,Vila Mariana,19800
2025-09-24,1-AZUL,VMN,Vila Mariana,20900
2025-09-25,1-AZUL,VMN,Vila Mariana,21000
2025-09-26,1-AZUL,VMN,Vila Mariana,19900
2025-09-27,1-AZUL,VMN,Vila Mariana,10500
2025-09-28,1-AZUL,VMN,Vila Mariana,4800
2025-09-29,1-AZUL,VMN,Vila Mariana,19700
2025-09-30,1-AZUL,VMN,Vila Mariana,21100
2025-10-01,1-AZUL,VMN,Vila Mariana,20600
2025-10-02,1-AZUL,VMN,Vila Mariana,20900
2025-10-03,1-AZUL,VMN,Vila Mariana,19900
2025-10-04,1-AZUL,VMN,Vila Mariana,10400
2025-10-05,1-AZUL,VMN,Vila Mariana,5000
2025-10-06,1-AZUL,VMN,Vila Mariana,19700
2025-10-07,1-AZUL,VMN,Vila Mariana,21100
2025-10-08,1-AZUL,VMN,Vila Mariana,20800
2025-10-09,1-AZUL,VMN,Vila Mariana,21100
2025-10-10,1-AZUL,VMN,Vila Mariana,18800
2025-10-11,1-AZUL,VMN,Vila Mariana,10200
2025-10-12,1-AZUL,VMN,Vila Mariana,5100
2025-10-13,1-AZUL,VMN,Vila Mariana,18900
2025-10-14,1-AZUL,VMN,Vila Mariana,20700
2025-10-15,1-AZUL,VMN,Vila Mariana,19200
2025-10-16,1-AZUL,VMN,Vila Mariana,20300
2025-10-17,1-AZUL,VMN,Vila Mariana,17800
2025-10-18,1-AZUL,VMN,Vila Mariana,9200
2025-10-19,1-AZUL,VMN,Vila Mariana,4600
2025-10-20,1-AZUL,VMN,Vila Mariana,19600
2025-10-21,1-AZUL,VMN,Vila Mariana,20800
2025-10-22,1-AZUL,VMN,Vila Mariana,21200
2025-10-23,1-AZUL,VMN,Vila Mariana,21400
2025-10-24,1-AZUL,VMN,Vila Mariana,20000
2025-10-25,1-AZUL,VMN,Vila Mariana,11100
